months_as_customer,age,policy_state,policy_annual_premium,insured_sex,insured_education_level,insured_occupation,incident_type,incident_severity,authorities_contacted,incident_state,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_year,fraud_reported
247,39,IN,1558.29,FEMALE,Masters,protective-serv,Vehicle Theft,Trivial Damage,Police,WV,1,1,2,7700,770,1540,5390,Saab,2000,N
405,57,IN,1132.47,MALE,MD,priv-house-serv,Multi-vehicle Collision,Total Loss,Other,NY,3,2,3,61440,10240,10240,40960,Saab,2008,N
144,37,OH,1896.91,FEMALE,PhD,handlers-cleaners,Multi-vehicle Collision,Major Damage,Fire,SC,3,1,3,54400,5440,10880,38080,Chevrolet,2015,Y
338,47,IL,1143.46,MALE,MD,priv-house-serv,Single Vehicle Collision,Total Loss,Other,NC,1,2,1,58560,9760,9760,39040,Mercedes,2002,N
121,34,IN,1285.42,MALE,MD,priv-house-serv,Single Vehicle Collision,Major Damage,Fire,VA,1,1,1,67300,6730,6730,53840,Dodge,2000,Y
398,55,OH,1305.26,MALE,MD,farming-fishing,Single Vehicle Collision,Major Damage,Fire,VA,1,1,3,36740,3340,6680,26720,BMW,1998,Y
9,30,IL,1073.83,FEMALE,High School,machine-op-inspct,Single Vehicle Collision,Total Loss,Police,NY,1,0,0,85690,15580,15580,54530,BMW,2011,N
115,31,OH,1051.67,FEMALE,Associate,exec-managerial,Multi-vehicle Collision,Major Damage,Ambulance,WV,3,0,3,34160,0,4270,29890,Audi,2005,Y
280,48,IL,1387.35,MALE,JD,transport-moving,Single Vehicle Collision,Minor Damage,Fire,WV,1,2,2,61320,10220,10220,40880,BMW,1998,N
254,45,IL,1083.64,MALE,JD,other-service,Multi-vehicle Collision,Total Loss,Police,NC,3,0,0,79680,13280,13280,53120,BMW,2004,N
141,30,IL,1851.78,FEMALE,High School,craft-repair,Single Vehicle Collision,Total Loss,Fire,SC,1,1,0,61740,6860,6860,48020,Audi,2002,N
441,55,IN,1270.29,MALE,College,armed-forces,Parked Car,Minor Damage,None,VA,1,0,0,6400,640,640,5120,Honda,2002,N
381,55,OH,1459.99,FEMALE,MD,other-service,Single Vehicle Collision,Major Damage,Fire,SC,1,1,2,60600,12120,6060,42420,Accura,2011,N
191,38,IL,1253.44,FEMALE,Masters,craft-repair,Multi-vehicle Collision,Major Damage,Ambulance,VA,3,2,0,56320,10240,5120,40960,Volkswagen,2007,N
145,34,IN,1142.48,FEMALE,JD,priv-house-serv,Single Vehicle Collision,Total Loss,Ambulance,NC,1,2,0,52250,9500,4750,38000,Suburu,2012,N
479,60,IL,1188.45,FEMALE,MD,exec-managerial,Multi-vehicle Collision,Total Loss,Other,SC,2,0,3,53900,5390,10780,37730,Saab,2006,N
215,35,IL,1125.4,MALE,Masters,adm-clerical,Vehicle Theft,Trivial Damage,None,WV,1,2,1,2640,220,440,1980,Jeep,2001,N
41,33,OH,1294.41,MALE,High School,transport-moving,Vehicle Theft,Minor Damage,None,NC,1,0,0,8970,1380,1380,6210,Dodge,2011,N
45,31,IN,1459.5,MALE,MD,priv-house-serv,Parked Car,Minor Damage,None,NY,1,1,3,6000,1000,1000,4000,Suburu,2000,N
156,38,IL,1367.99,MALE,High School,armed-forces,Multi-vehicle Collision,Major Damage,Fire,WV,3,0,3,55200,11040,5520,38640,Saab,1998,Y
246,45,IN,1594.37,MALE,Associate,exec-managerial,Parked Car,Trivial Damage,None,SC,1,0,3,7260,660,1320,5280,Saab,2008,N
178,39,IL,1035.99,FEMALE,JD,exec-managerial,Multi-vehicle Collision,Minor Damage,Police,NY,3,2,0,64680,11760,11760,41160,Jeep,2010,N
237,43,OH,911.53,FEMALE,PhD,sales,Single Vehicle Collision,Major Damage,Police,WV,1,0,1,59200,0,11840,47360,Chevrolet,1998,N
127,34,OH,1319.97,FEMALE,Associate,craft-repair,Vehicle Theft,Minor Damage,None,NC,1,1,3,4700,470,940,3290,Saab,1998,N
1,33,OH,1391.63,MALE,Associate,sales,Single Vehicle Collision,Total Loss,Other,NY,1,0,3,69400,6940,6940,55520,Mercedes,2000,N
5,21,IN,915.41,FEMALE,High School,exec-managerial,Single Vehicle Collision,Total Loss,Police,NY,1,0,0,40500,4050,4050,32400,Nissan,1998,N
64,28,IL,1468.82,MALE,JD,handlers-cleaners,Multi-vehicle Collision,Minor Damage,Fire,SC,3,2,1,60000,5000,10000,45000,Honda,1997,N
142,30,IN,1412.76,MALE,PhD,armed-forces,Single Vehicle Collision,Minor Damage,Other,WV,1,2,3,67320,11220,11220,44880,Volkswagen,1996,N
97,27,OH,1588.26,FEMALE,High School,tech-support,Multi-vehicle Collision,Total Loss,Other,VA,3,2,1,75690,8410,8410,58870,Saab,2014,N
121,31,IN,1140.91,MALE,Associate,adm-clerical,Multi-vehicle Collision,Major Damage,Fire,VA,3,1,2,64300,6430,6430,51440,Chevrolet,2002,Y
225,43,OH,1517.54,MALE,JD,priv-house-serv,Multi-vehicle Collision,Major Damage,Police,SC,3,2,0,64400,6440,6440,51520,BMW,2011,N
425,53,OH,912.29,FEMALE,High School,priv-house-serv,Multi-vehicle Collision,Minor Damage,Fire,WV,3,1,2,97080,16180,16180,64720,Saab,2005,N
285,44,OH,1144.3,MALE,MD,priv-house-serv,Vehicle Theft,Minor Damage,Police,WV,1,1,0,5500,500,500,4500,Honda,2010,N
192,38,IN,1281.43,FEMALE,Masters,transport-moving,Multi-vehicle Collision,Total Loss,Other,SC,3,0,2,30700,3070,6140,21490,Jeep,2010,N
285,48,IL,1101.85,FEMALE,College,sales,Single Vehicle Collision,Minor Damage,Police,PA,1,1,2,33480,3720,3720,26040,Nissan,2012,N
98,26,IN,1082.1,MALE,JD,exec-managerial,Multi-vehicle Collision,Total Loss,Police,WV,2,0,1,65430,14540,7270,43620,Jeep,2001,N
175,36,OH,1185.44,MALE,Masters,exec-managerial,Multi-vehicle Collision,Major Damage,Police,NC,3,2,1,42680,3880,7760,31040,Accura,2006,Y
259,45,IL,1175.07,MALE,MD,craft-repair,Single Vehicle Collision,Minor Damage,Fire,WV,1,1,1,87780,7980,7980,71820,Honda,2011,N
140,36,OH,979.26,FEMALE,JD,transport-moving,Multi-vehicle Collision,Major Damage,Fire,NY,4,0,2,72800,14560,14560,43680,Honda,1998,N
231,37,OH,920.81,FEMALE,High School,sales,Single Vehicle Collision,Major Damage,Fire,SC,1,2,0,71190,0,7910,63280,Mercedes,1997,Y
186,38,OH,922.85,MALE,High School,adm-clerical,Vehicle Theft,Trivial Damage,None,NY,1,1,1,3600,400,400,2800,Honda,1999,N
229,41,OH,1107.59,MALE,PhD,tech-support,Single Vehicle Collision,Major Damage,Other,NY,1,1,3,62640,10440,10440,41760,Mercedes,2009,N
180,36,IL,1272.46,MALE,College,prof-specialty,Multi-vehicle Collision,Minor Damage,Ambulance,NY,3,2,1,69630,12660,6330,50640,Toyota,1998,N
188,33,IL,1340.24,MALE,High School,protective-serv,Multi-vehicle Collision,Minor Damage,Police,NY,3,1,0,76010,13820,6910,55280,Dodge,1995,Y
214,40,OH,1648,MALE,JD,transport-moving,Single Vehicle Collision,Total Loss,Other,WV,1,1,0,44220,8040,4020,32160,Accura,2000,N
178,38,IL,1381.14,FEMALE,College,other-service,Multi-vehicle Collision,Minor Damage,Other,NY,3,0,3,57200,5200,10400,41600,BMW,2011,N
55,35,IL,1198.44,MALE,MD,priv-house-serv,Vehicle Theft,Minor Damage,Police,WV,1,0,3,3080,560,560,1960,Nissan,1998,N
90,31,OH,951.27,FEMALE,PhD,other-service,Single Vehicle Collision,Total Loss,Other,SC,1,1,0,75790,13780,6890,55120,Accura,2007,N
135,30,IN,1341.24,FEMALE,MD,farming-fishing,Multi-vehicle Collision,Minor Damage,Ambulance,WV,3,0,1,32670,5940,2970,23760,Honda,2003,N
277,46,IL,1177.57,FEMALE,Associate,adm-clerical,Vehicle Theft,Minor Damage,Police,VA,1,2,3,3870,430,860,2580,Jeep,2010,N
211,38,IN,1055.09,FEMALE,Masters,transport-moving,Single Vehicle Collision,Total Loss,Fire,NY,1,0,3,91520,8320,16640,66560,BMW,2005,Y
156,32,IL,1479.48,MALE,Masters,prof-specialty,Single Vehicle Collision,Major Damage,Other,NY,1,1,3,74690,6790,13580,54320,Dodge,2008,Y
84,30,IN,1827.38,MALE,Associate,priv-house-serv,Vehicle Theft,Trivial Damage,Police,VA,1,1,3,4620,420,840,3360,Audi,1998,N
136,32,IN,1169.62,FEMALE,JD,sales,Single Vehicle Collision,Major Damage,Police,SC,1,0,0,55000,10000,10000,35000,Toyota,2008,Y
310,48,IN,1516.34,FEMALE,JD,adm-clerical,Multi-vehicle Collision,Major Damage,Police,SC,4,0,2,59400,13200,6600,39600,Saab,1996,Y
123,34,OH,1270.21,FEMALE,College,sales,Multi-vehicle Collision,Total Loss,Fire,PA,3,1,1,55260,6140,0,49120,Nissan,2000,N
243,44,IL,809.11,MALE,JD,craft-repair,Multi-vehicle Collision,Minor Damage,Other,NC,3,2,1,51400,5140,10280,35980,Honda,1996,N
36,37,IL,1115.81,FEMALE,Masters,machine-op-inspct,Multi-vehicle Collision,Minor Damage,Ambulance,NY,3,1,3,48780,5420,10840,32520,Dodge,2008,N
146,31,OH,1457.65,FEMALE,College,armed-forces,Multi-vehicle Collision,Major Damage,Ambulance,VA,3,1,3,52380,5820,5820,40740,Toyota,2010,N
154,34,OH,1041.36,FEMALE,JD,priv-house-serv,Multi-vehicle Collision,Total Loss,Other,WV,4,2,3,74360,13520,13520,47320,Toyota,2005,Y
204,40,OH,1693.83,MALE,High School,protective-serv,Single Vehicle Collision,Minor Damage,Police,NY,1,1,0,53400,5340,5340,42720,Honda,2003,N
458,59,IN,1685.69,FEMALE,High School,protective-serv,Single Vehicle Collision,Total Loss,Police,VA,1,2,2,71800,14360,14360,43080,Jeep,1995,N
147,31,IN,1054.92,FEMALE,PhD,prof-specialty,Single Vehicle Collision,Major Damage,Other,NY,1,0,0,68240,8530,0,59710,Toyota,2013,Y
279,45,IN,1333.97,FEMALE,MD,other-service,Multi-vehicle Collision,Major Damage,Other,SC,3,1,0,61050,11100,11100,38850,Dodge,2011,Y
308,47,OH,1013.61,FEMALE,Associate,craft-repair,Parked Car,Minor Damage,None,NY,1,1,1,5590,860,860,3870,Suburu,2002,N
284,48,IL,958.3,FEMALE,PhD,machine-op-inspct,Multi-vehicle Collision,Major Damage,Fire,NY,3,0,0,46860,8520,8520,29820,Volkswagen,1998,N
108,31,IN,1112.04,FEMALE,PhD,other-service,Parked Car,Minor Damage,None,SC,1,1,3,4290,780,780,2730,Volkswagen,1998,N
421,57,IN,1206.26,FEMALE,Associate,armed-forces,Multi-vehicle Collision,Minor Damage,Police,NC,3,0,0,78500,15700,7850,54950,Audi,2015,N
266,42,IL,763.67,MALE,Associate,prof-specialty,Single Vehicle Collision,Total Loss,Police,SC,1,1,3,70830,7870,7870,55090,Jeep,2005,N
412,56,IL,1042.56,MALE,High School,handlers-cleaners,Multi-vehicle Collision,Total Loss,Police,SC,3,0,2,68040,15120,7560,45360,Suburu,1997,N
31,32,IL,1263.48,FEMALE,JD,other-service,Single Vehicle Collision,Major Damage,Fire,WV,1,2,0,63600,5300,10600,47700,Audi,1997,Y
465,63,IL,1006.99,FEMALE,Masters,sales,Single Vehicle Collision,Minor Damage,Other,WV,1,0,3,43560,4840,4840,33880,Suburu,2015,N
126,31,OH,1328.26,MALE,Masters,sales,Single Vehicle Collision,Total Loss,Police,WV,1,1,1,60840,13520,6760,40560,Suburu,2011,N
407,55,OH,1250.08,FEMALE,PhD,tech-support,Multi-vehicle Collision,Total Loss,Police,WV,3,2,3,68160,11360,11360,45440,Ford,2010,N
101,27,IL,982.7,FEMALE,College,transport-moving,Parked Car,Minor Damage,None,SC,1,1,0,5170,940,470,3760,Toyota,2001,N
187,37,IN,1412.06,FEMALE,Masters,protective-serv,Single Vehicle Collision,Total Loss,Ambulance,NC,1,0,3,57700,5770,5770,46160,Nissan,2000,N
252,46,IN,1066.7,FEMALE,JD,handlers-cleaners,Multi-vehicle Collision,Total Loss,Other,VA,3,0,2,89520,14920,14920,59680,Audi,2014,N
229,43,IN,1585.54,MALE,High School,protective-serv,Vehicle Theft,Minor Damage,None,WV,1,1,0,4620,420,840,3360,Volkswagen,2012,N
246,39,IN,1416.08,FEMALE,JD,craft-repair,Single Vehicle Collision,Minor Damage,Ambulance,WV,1,0,3,45180,5020,5020,35140,Honda,2004,N
190,38,OH,1246.03,MALE,JD,craft-repair,Single Vehicle Collision,Total Loss,Other,NY,1,0,0,45100,9020,4510,31570,Nissan,2013,N
95,32,IN,1356.64,MALE,Masters,machine-op-inspct,Multi-vehicle Collision,Total Loss,Police,SC,3,0,3,83160,15120,15120,52920,Toyota,2003,N
205,42,IL,1387.7,FEMALE,High School,priv-house-serv,Single Vehicle Collision,Minor Damage,Police,WV,1,2,1,86130,15660,15660,54810,Chevrolet,1995,N
41,25,OH,1004.14,MALE,Masters,priv-house-serv,Multi-vehicle Collision,Major Damage,Fire,NC,3,1,3,48000,9600,4800,33600,Dodge,1995,N
137,35,OH,1107.07,FEMALE,High School,protective-serv,Vehicle Theft,Minor Damage,Police,VA,1,0,0,3300,600,600,2100,Saab,2008,N
194,34,IL,1429.96,FEMALE,JD,protective-serv,Multi-vehicle Collision,Minor Damage,Ambulance,NY,3,1,2,57200,11440,5720,40040,Toyota,2005,N
128,35,IN,1074.99,FEMALE,Associate,adm-clerical,Vehicle Theft,Trivial Damage,Police,VA,1,2,0,7590,1380,690,5520,Accura,2012,N
150,37,OH,1007,FEMALE,PhD,transport-moving,Single Vehicle Collision,Total Loss,Police,VA,1,0,2,80080,12320,12320,55440,Chevrolet,2013,N
104,30,OH,1052.85,FEMALE,MD,protective-serv,Vehicle Theft,Minor Damage,Police,WV,1,0,0,4800,960,480,3360,BMW,2006,N
163,37,IN,1200.33,FEMALE,High School,craft-repair,Vehicle Theft,Minor Damage,Police,WV,1,2,1,3900,390,780,2730,Volkswagen,2008,Y
80,26,IL,1343,MALE,Masters,handlers-cleaners,Single Vehicle Collision,Minor Damage,Other,SC,1,0,0,90400,9040,9040,72320,BMW,1995,N
65,29,OH,1441.6,FEMALE,MD,sales,Multi-vehicle Collision,Minor Damage,Other,NC,3,0,0,62900,6290,12580,44030,Jeep,1998,N
179,32,OH,1433.42,FEMALE,Associate,protective-serv,Single Vehicle Collision,Major Damage,Police,NC,1,1,2,54200,5420,10840,37940,Nissan,2014,Y
372,50,OH,1368.57,FEMALE,MD,tech-support,Multi-vehicle Collision,Major Damage,Police,NY,3,2,2,51800,5180,10360,36260,Accura,2003,N
398,55,OH,862.19,MALE,High School,adm-clerical,Vehicle Theft,Trivial Damage,Police,SC,1,2,3,6600,600,1200,4800,Accura,2012,N
213,35,OH,871.46,MALE,MD,tech-support,Single Vehicle Collision,Total Loss,Fire,SC,1,2,0,74140,13480,6740,53920,Ford,2007,N
79,25,OH,1863.04,FEMALE,Associate,priv-house-serv,Single Vehicle Collision,Total Loss,Fire,VA,1,2,1,67800,13560,6780,47460,Mercedes,1995,N
232,44,OH,1181.64,MALE,College,other-service,Single Vehicle Collision,Major Damage,Fire,NY,1,1,1,55400,5540,11080,38780,Jeep,2002,Y
230,37,IL,1060.74,MALE,PhD,tech-support,Single Vehicle Collision,Major Damage,Ambulance,SC,1,2,3,49100,9820,4910,34370,Suburu,1996,Y
234,41,IN,951.56,FEMALE,JD,transport-moving,Multi-vehicle Collision,Major Damage,Police,SC,3,2,1,98280,15120,7560,75600,Chevrolet,2007,Y
240,40,IN,1533.71,FEMALE,JD,protective-serv,Multi-vehicle Collision,Total Loss,Fire,VA,2,0,2,66550,6050,12100,48400,Ford,2008,N
143,33,OH,1200.09,FEMALE,Associate,craft-repair,Multi-vehicle Collision,Major Damage,Fire,WV,3,2,2,70400,14080,7040,49280,Accura,2002,N
266,42,IN,1093.83,MALE,Associate,adm-clerical,Multi-vehicle Collision,Major Damage,Ambulance,WV,3,1,1,53280,4440,8880,39960,Suburu,2015,Y
89,32,IN,988.93,FEMALE,High School,craft-repair,Single Vehicle Collision,Total Loss,Other,NY,1,2,3,84590,15380,15380,53830,Dodge,1999,N
229,37,IN,1331.94,FEMALE,Masters,farming-fishing,Single Vehicle Collision,Total Loss,Other,NY,1,0,2,54560,9920,9920,34720,Saab,2004,N
245,40,IL,1361.45,MALE,PhD,handlers-cleaners,Single Vehicle Collision,Minor Damage,Ambulance,OH,1,0,2,82170,7470,7470,67230,Suburu,1999,N
50,44,OH,1188.51,MALE,College,handlers-cleaners,Multi-vehicle Collision,Total Loss,Police,NY,3,1,2,61100,6110,12220,42770,Dodge,2008,N
230,43,IN,1101.83,MALE,High School,exec-managerial,Multi-vehicle Collision,Minor Damage,Police,NY,3,0,3,51900,5190,10380,36330,BMW,2011,Y
17,39,IL,840.95,FEMALE,JD,adm-clerical,Parked Car,Trivial Damage,Police,SC,1,2,1,3440,430,430,2580,Suburu,2002,N
163,36,IN,1503.21,MALE,MD,other-service,Single Vehicle Collision,Total Loss,Ambulance,WV,1,2,1,51390,5710,11420,34260,Toyota,2013,N
29,32,OH,1722.5,MALE,High School,other-service,Single Vehicle Collision,Major Damage,Other,WV,1,0,2,76900,7690,7690,61520,Jeep,1995,N
232,42,IN,944.03,MALE,College,handlers-cleaners,Single Vehicle Collision,Minor Damage,Other,WV,1,2,3,77000,15400,7700,53900,Toyota,2015,Y
235,39,IL,1453.61,MALE,JD,craft-repair,Single Vehicle Collision,Major Damage,Other,NC,1,0,3,60320,9280,9280,41760,Chevrolet,2012,Y
295,46,IN,1672.88,FEMALE,High School,armed-forces,Single Vehicle Collision,Minor Damage,Fire,NY,1,1,1,60700,12140,6070,42490,Honda,1997,N
22,21,IN,1248.05,FEMALE,High School,exec-managerial,Multi-vehicle Collision,Total Loss,Police,SC,3,1,2,53280,5920,0,47360,Chevrolet,2015,N
286,43,IL,1564.43,FEMALE,MD,prof-specialty,Single Vehicle Collision,Minor Damage,Fire,NY,1,2,2,34290,3810,3810,26670,Jeep,2013,N
257,44,OH,1280.88,MALE,MD,other-service,Single Vehicle Collision,Total Loss,Other,WV,1,0,1,46980,0,5220,41760,Accura,2002,N
94,26,IN,722.66,MALE,MD,exec-managerial,Multi-vehicle Collision,Major Damage,Fire,OH,3,1,2,36700,3670,7340,25690,Nissan,2010,N
124,28,OH,1235.14,MALE,MD,exec-managerial,Multi-vehicle Collision,Total Loss,Other,OH,3,0,1,60200,6020,6020,48160,Volkswagen,2012,N
141,30,IN,1347.04,MALE,High School,sales,Parked Car,Minor Damage,None,SC,1,1,2,6480,540,1080,4860,Honda,1996,N
3,38,OH,1310.8,FEMALE,Masters,craft-repair,Single Vehicle Collision,Minor Damage,Fire,NC,1,0,1,87200,17440,8720,61040,Honda,2006,N
285,41,IL,1436.79,FEMALE,PhD,prof-specialty,Single Vehicle Collision,Major Damage,Fire,SC,1,2,3,108480,18080,18080,72320,Volkswagen,2015,N
130,34,OH,1383.49,FEMALE,Masters,armed-forces,Multi-vehicle Collision,Minor Damage,Police,NC,3,2,3,67500,7500,7500,52500,Suburu,1996,N
458,62,IL,1356.92,MALE,Associate,handlers-cleaners,Single Vehicle Collision,Major Damage,Other,NY,1,0,1,46980,5220,5220,36540,Audi,1998,N
456,60,OH,766.19,FEMALE,Associate,sales,Parked Car,Minor Damage,Police,WV,1,0,3,5060,460,920,3680,Mercedes,2007,N
